Run,A.util,A.cost,B.util,B.cost,C.util,C.cost,D.util,D.cost,E.util,E.cost,F.util,F.cost
59,43.74931338,726.3547808,47.20051924,1085.727974,42.53790274,610.450211,39.35127393,806.4516284,46.30699616,711.1041892,46.43530953,955.2167622
60,43.80912864,733.736702,47.10331983,1103.694501,41.64307153,648.9132074,39.03408889,814.9381894,46.15555453,730.4084783,46.84105228,937.2299555
61,44.82217528,604.7130809,47.27089671,1069.943803,41.27103805,651.6581793,40.22972351,784.2258927,45.89879759,727.9677818,46.2558017,954.7334656
62,44.26792089,655.634189,46.95108024,1111.750139,40.67128451,702.6251556,40.1037554,789.2837389,44.96353556,798.295951,46.46977043,949.4249972
63,44.16093715,681.8877914,47.01444289,1095.355099,40.69846548,706.226608,38.42492794,832.3119922,45.12699573,795.9168074,46.44006822,952.6684533
64,44.10965116,695.226278,47.28108776,1081.421512,41.56012318,659.7172835,39.10153511,830.0223058,45.96641539,742.9347407,46.69313455,944.5216281
65,43.69103768,705.9947846,47.13620579,1110.257298,40.9457576,670.482645,39.57923017,795.1211666,45.65211515,750.7068054,46.30956178,959.6396075
66,44.5870007,640.8826293,47.45831959,1053.216064,41.75746259,637.0640855,40.3611078,782.0864367,46.06087265,721.0132209,46.93517516,920.5892935
67,43.62394879,760.4150637,46.94360932,1134.046513,41.05894975,713.8955213,40.03837633,824.2593491,45.46863193,800.9008176,46.44245479,974.5007979
68,44.74262749,632.4951266,47.13116982,1103.621613,41.88692566,643.2588515,38.64429398,818.5384433,45.97396812,735.8797892,46.48014695,955.0263563
69,43.61393784,743.001977,47.32689565,1072.775267,41.7063844,643.599393,40.02841701,795.5541669,46.12395736,726.5617174,46.25335628,969.6416789
70,44.08535117,702.1732502,46.73792429,1143.688877,41.8364473,634.4875044,38.21823515,837.3086107,46.24047543,722.723581,45.70629667,1009.410065
71,44.27297204,685.5070154,47.10098055,1095.954277,41.39492571,676.3430321,39.13734841,810.4016271,45.66382106,766.2930556,46.58024256,951.0135256
72,44.4995052,643.8369744,46.96459644,1120.719543,40.89701628,688.0347125,38.52966642,816.5224181,45.39809052,773.1438324,46.54559385,947.5722769
73,43.90827888,701.2603126,46.68745951,1144.427729,41.00541039,684.4586867,37.91962685,842.330446,45.37685874,779.3153701,46.10186364,974.2758145
74,44.35063443,706.9801794,46.95653022,1135.529638,41.93770657,659.6031039,39.47594061,818.6306897,46.05091427,754.3798101,46.29762914,986.8049181
75,43.97850664,726.0135232,46.64867232,1196.883086,41.28098243,678.6365587,39.0548466,839.4473088,45.93283625,763.4449949,46.6369313,965.958445
76,43.84529413,671.3154055,47.12337406,1068.792046,40.90249212,649.9814626,38.93163943,794.2437253,45.72617607,726.6908669,46.36676976,937.3906662
77,43.64605832,743.0651831,47.14437226,1093.57152,41.67239543,662.8443055,38.66261594,830.0129577,45.91424698,752.5880961,46.65460416,951.6101588
78,44.38367241,666.6042938,47.25635781,1075.735912,40.98675506,676.3282833,39.21231166,823.4041564,45.79821695,751.3212761,46.40415522,960.1590711
79,43.77876744,703.7458446,47.01039022,1099.082972,40.59856113,696.0736659,39.17509043,800.831698,45.30539653,777.5136373,46.34342157,953.2520587
80,44.4528645,647.198913,46.98047228,1095.240186,40.60115746,697.5896568,39.1631673,827.3048013,45.29608515,778.6813799,45.96337933,976.5912237
81,43.98375588,692.0457939,47.16546257,1108.502272,42.41565598,611.6195053,39.58882206,803.2991412,46.28488596,711.2109378,46.54961304,950.7002095
82,43.63256311,747.0150275,47.19086379,1099.36522,42.00530985,645.0048809,39.26205812,813.5155917,46.04311425,738.3624733,46.55604944,954.24196
83,44.23705528,654.7955495,47.17334531,1068.071283,41.15602434,658.0497548,39.20454161,811.6162569,45.74566313,738.6431533,46.49723681,942.1058587
84,44.25429484,668.0946834,47.31041263,1082.898781,41.64543048,634.6737458,39.65133471,797.8011259,46.21493787,714.3721308,46.52402067,949.9596333
85,44.24865596,666.2411097,47.00679255,1104.026174,41.93305513,627.7034648,39.25294705,810.0903777,46.09205913,721.9380665,46.28137792,960.0232512
86,43.97391353,672.5341478,47.16530448,1081.137791,41.72615587,621.0880164,39.96678407,784.4643403,46.22039452,704.5245575,46.48653999,943.6228858
87,44.29682429,651.6624686,47.17184796,1077.858015,42.14896984,612.9770954,40.11954794,786.4427566,46.11126373,709.8204477,46.27097991,951.1288007
88,44.01909636,721.8457338,47.19457627,1086.345308,41.8318718,646.2234434,40.4893365,791.4921138,46.07664789,736.7403558,46.67020312,946.0265381
89,44.59244412,642.8848543,46.88920133,1146.667083,41.00444641,678.9773367,38.63869631,810.2936303,45.66470732,760.876873,46.38989616,963.7754383
90,44.00435428,742.1143397,47.23039983,1121.11877,41.90346179,656.1524709,38.65316353,841.9122232,46.21687926,743.7076795,46.65695907,966.9801536
91,44.18220702,685.5367569,47.35236018,1096.699745,41.44809978,665.3640931,40.14746542,782.7042258,45.89706958,749.4455315,46.7122826,951.3381468
92,44.20081853,704.4700907,47.10231503,1093.149841,41.09442445,704.7265834,39.40188863,822.9180646,45.44409707,792.6276452,46.16371617,981.3443547
93,44.42694079,661.2944228,46.9817337,1113.880472,40.78297656,686.3509724,38.86068474,806.2807028,45.48196175,768.5476306,46.37432526,956.9100079
94,45.12121541,599.5942695,47.12735953,1118.309855,41.28572716,670.8460251,39.90719235,802.1180546,45.75750073,755.3682386,46.25410493,972.1461286
95,45.03521261,614.848662,47.41120643,1075.809373,40.99059219,685.8067624,39.90207375,792.8767185,45.64146803,765.7035086,46.459345,959.5275121
96,44.39690019,644.6939227,47.09345594,1084.140618,41.36430588,654.2263732,38.67378396,801.3900971,45.70923413,741.3002468,46.15709812,957.9920748
97,43.58408621,721.4354413,46.88567369,1118.612508,40.98859825,682.3168123,39.57162587,793.2184897,45.47772973,769.1608147,46.39549155,954.3213401
98,43.7720173,705.2425961,47.10888506,1100.315805,41.22905029,672.7897351,39.02402674,817.5822949,45.58540382,761.4702045,46.50562308,951.9364642
99,44.44131362,702.4671547,47.4633137,1086.462385,41.69662422,670.5001192,39.85244262,823.0357549,46.22287592,746.8392753,46.57954174,975.0244443
100,44.38775802,722.3884127,47.13130172,1121.672529,41.32700091,709.0308518,38.26353216,860.0289151,45.74335322,795.085365,46.3414946,994.1884917
101,44.16172005,663.6573116,47.41068036,1066.520124,41.24562065,656.9838629,38.61281579,807.5308788,45.8212922,736.9944365,46.52715671,944.538725
102,45.15323406,630.0439054,47.30112907,1118.430013,41.98419691,654.9940867,39.21685071,821.6183154,46.30335315,738.130857,46.8229028,958.3411401
103,43.9773366,685.5596661,47.21389518,1074.158082,41.34536519,650.5452312,39.55268617,812.2202319,45.73498434,738.7555271,45.94979585,971.3976165
104,43.80310092,714.7876456,47.07234809,1099.254247,42.03225181,627.2672412,38.57337757,829.9852612,46.15414772,720.5940654,46.55562249,946.7531727
105,43.57716357,730.5027376,47.13132647,1099.29876,40.84227265,691.6592029,39.45013364,796.8026603,45.4233537,773.8508027,46.40003965,954.4731581
106,43.66404264,744.3879955,46.75258229,1160.614511,41.28235985,686.4303471,38.28288589,841.9124945,45.53122377,783.7944079,46.46009462,965.1361836
107,44.19007457,718.8569202,46.90762071,1141.506236,40.70350062,734.1861904,39.58088333,821.1596672,45.22399455,820.8262881,46.30273763,982.1789551
108,44.2174627,678.0935811,47.41066479,1077.83447,41.64228273,647.0620813,39.48917332,792.1471486,46.11266146,728.118886,46.78038333,941.9453409
109,44.1787454,675.7076255,47.31201586,1070.977418,40.94546703,681.2024734,38.70527482,820.3709202,45.52755485,763.3921687,46.68252426,937.1139906
110,44.4003087,670.2477976,47.23298077,1085.275111,40.9660632,686.7585387,39.28406348,798.4877034,45.6644282,764.5020748,46.70676897,943.2225912
111,44.32746057,679.3375177,47.23118407,1108.768472,41.90856686,647.6318973,39.14815374,801.5751137,46.08562218,736.340244,46.44934693,965.0601761
112,44.33785367,642.9220439,47.04385232,1117.17969,41.84636363,620.9404187,40.04521204,786.3066553,46.19907962,707.9884511,46.37921084,951.6896427
113,43.82255939,697.2656322,47.38613269,1064.816483,41.17738144,668.3563957,39.64488488,798.2716512,45.66868819,749.650412,46.23218602,962.7677317
114,43.9723104,684.7422708,47.12188126,1080.581861,40.85791942,681.1900605,38.9488316,809.3978579,45.44507066,764.2518037,46.58798121,937.9240929
115,43.99575103,776.9652655,46.91144844,1145.57671,41.06488264,724.1095168,39.33062618,827.0478535,45.68444091,807.8492334,46.17779799,1008.682534
116,45.14537064,611.703283,47.30054989,1104.245888,41.60286768,666.3957617,38.84965981,807.8830137,45.98134307,748.3992867,46.77108518,947.406786
117,43.99902521,701.6620574,47.36762284,1088.875673,42.03388582,617.2168392,38.92186473,794.8052837,46.43244102,699.5335833,46.57997677,948.0100903
118,44.05318683,706.9559809,47.13613543,1113.536444,41.51397268,665.062906,39.72749402,808.0243022,45.963597,749.203335,46.35898517,972.3803261
119,44.43915175,682.258182,47.25983847,1073.694619,42.13679542,635.7046067,39.88597318,803.7647268,46.2552834,723.9150134,46.78803012,938.4210854
120,43.4807585,795.241662,47.13908572,1108.741204,41.68378848,662.1342905,38.69998401,840.6452364,46.07011417,750.1610236,46.68943253,955.6009281
121,43.43110975,695.6908645,46.90787764,1105.616051,41.51706039,629.0692034,39.63548727,791.1910763,45.86240469,719.2593642,46.43578198,937.5213063
122,44.64525215,641.0949228,47.00102139,1098.99147,40.7778362,687.6081292,38.62386883,819.7874616,45.59447244,765.6577464,46.12016715,973.9907821
123,43.71721692,700.490705,46.94799133,1103.883408,40.6017052,678.7431152,39.06350352,809.4492678,45.53820828,754.6533029,46.25558882,954.0985724
124,44.17192508,676.0871428,47.26070474,1066.50081,41.96481935,632.3970469,39.48122628,793.7666433,46.08921752,724.2209893,46.45202064,951.1716539
125,43.49873881,742.1407257,47.25396698,1078.671136,41.37464396,659.3206686,39.39535787,809.7043618,45.92002515,740.3946303,46.51660663,951.848893
126,44.20363765,677.692895,46.9661125,1106.041544,41.7885965,644.3790364,39.76980525,807.4204461,45.98585743,736.5150541,46.3672771,960.4356973
127,43.40556508,778.6071624,46.94732341,1116.024991,41.81940319,658.9013614,39.66238438,821.0516086,45.86350466,756.8826084,46.21115615,977.6488147
128,44.96811226,595.196647,47.31894487,1095.579012,41.16999829,642.6564901,39.76952682,773.788499,46.14012004,713.9729733,46.93475596,925.3659692
129,43.44010001,733.8509018,47.12568315,1107.398163,41.06629173,672.4093611,38.76762567,824.997671,45.65847054,756.5257425,46.53082404,950.7750108
130,44.63037428,644.2199498,47.11928253,1111.910978,40.56260567,699.0562171,39.68084409,791.9804641,45.5977782,769.2097334,46.59781201,953.8510213
131,43.68458242,689.0429357,47.01433895,1089.226421,41.22884315,645.8412787,38.80640006,801.1445411,45.77114787,730.9024634,46.30866176,947.5476666
132,43.72351824,715.5270478,47.28247754,1102.991457,41.48485338,643.5875416,39.02428663,809.4300123,46.17526041,720.6806297,46.74399929,942.8060682
133,44.0827225,713.9452525,47.33089904,1105.062353,42.49845125,610.2150915,39.32260158,805.7884064,46.54695547,699.7181557,46.52484167,961.1722898
134,43.29691993,799.7022026,46.74986329,1170.739673,40.83877274,719.7116404,38.68405355,817.0991804,45.34897191,807.460784,46.50421502,967.4666438
135,43.70947959,714.6184795,46.81899328,1141.141911,40.70423138,686.3734306,39.62869402,804.0717095,45.47931316,770.8117973,46.38660124,959.6816327
136,44.4866613,635.9048755,47.31381408,1087.342394,42.4616336,607.9506132,40.07599237,780.6558167,46.24546588,705.2373275,46.22669459,963.1682817
137,44.72941576,616.6982442,47.32759966,1093.61946,41.25231008,663.5292239,39.61349153,794.0631061,45.71345499,746.4516622,46.94997931,926.5272702
138,43.57512096,696.8053913,47.37174805,1057.548391,42.17493241,618.6149274,38.48776145,801.5885395,45.9287139,716.7864267,46.6019464,930.1272032
139,44.08211071,671.0146609,47.06014862,1110.744657,41.17232026,651.7383983,39.4351219,792.1885916,45.82404756,734.8323278,46.240161,960.0153888
140,44.14355388,665.8016712,46.98965,1089.520323,40.7536731,691.3342839,39.1274993,799.9476209,45.28336668,776.8100293,45.82318236,980.8622849
141,43.84247035,777.8245918,47.37057551,1083.697728,42.07374688,651.3915324,40.02588066,823.3990015,46.34402624,734.7511794,46.50915179,975.1116028
142,44.93996872,622.0912407,46.99253715,1116.706322,40.84221988,683.706431,39.45155698,799.2608046,45.76479482,757.3598599,46.17314806,976.8095398
143,43.49059925,707.0016343,46.98763742,1106.825392,41.98992463,614.5462908,38.1417204,813.8452191,46.11236594,710.2437866,46.36816635,947.6572831
144,43.93992998,695.8807227,47.0731902,1082.085045,40.02773604,731.2923133,38.56743175,818.8892908,44.95102326,806.780262,46.39758364,948.2729638
145,43.27653775,777.6793195,47.07048371,1082.697902,41.26243354,687.9937099,39.58003491,817.6858209,45.40269947,785.2596834,46.38355069,959.1043538
146,43.80920526,690.784426,47.10864979,1098.934094,42.17909759,612.6010354,38.5819454,808.6015322,46.15888933,708.1072557,46.48069553,941.9426086
147,44.26762939,694.3361072,47.35873636,1089.806324,41.42481918,674.2089304,39.54359597,819.0398679,45.9127921,754.2670815,46.6666087,954.4798875
148,44.59424751,658.0071279,47.22974445,1102.867461,42.03911579,645.8962684,39.60245227,792.8334227,46.05828106,736.7769369,46.55777458,956.3060847
149,43.48718868,818.6522398,47.23874067,1099.843763,41.57420235,672.5653499,39.70420368,820.2947218,46.18849621,750.1054528,46.51589415,976.0222844
150,43.57456965,766.1723536,47.21496853,1084.714854,41.84929354,653.4774073,39.60245626,814.8253117,46.06158478,743.1582063,46.37543562,969.836626
151,43.71841415,712.1714628,46.71169612,1147.084105,40.56474904,696.0329227,38.68716282,822.2449838,45.36309598,777.1935613,46.36707332,955.7362933
152,44.72474873,657.4887105,47.45520965,1096.303179,41.91819653,647.8294244,39.35941368,797.9409825,46.27074343,727.0833059,46.7724454,949.9400322
153,43.1796997,782.9559475,47.23522073,1078.774362,41.99722562,628.1711115,38.96180738,803.3081274,46.13783925,718.886517,46.64064244,939.7522067
154,43.91501328,711.3262523,46.89740819,1112.856573,41.1924078,683.3753367,40.16777308,799.1622184,45.48310947,778.5838976,46.23535133,970.2533399
155,44.39683585,657.2729354,47.15297342,1117.319282,41.58033607,650.5514132,39.17693478,798.6706645,46.03499502,733.7114222,46.80555342,941.8841264
156,45.02190093,610.1113525,47.50499565,1085.381679,42.2494104,607.6824393,39.94511976,791.2855416,46.69828838,684.96508,46.41204173,967.3185322
157,44.19152298,678.72327,47.06776874,1108.56489,40.52614593,703.9258216,38.17023117,820.848217,45.22433663,786.9188891,45.93655083,982.5948921
158,43.98607477,668.3755585,47.24669471,1076.160428,40.86961303,676.9875581,39.5486389,783.9894723,45.41061701,757.210531,46.54158631,935.3270503
159,43.92176821,695.7208211,47.25699883,1082.225528,41.24336393,664.3718718,38.99731515,804.5865908,45.80749632,744.6382279,46.38162811,957.1977774
160,44.62397959,668.707763,47.36206019,1063.414791,40.85944552,696.028701,38.48303091,825.8216268,45.6989963,770.4713149,46.45711289,962.5074306
161,44.03502928,687.4949186,47.00856135,1111.81882,41.61757156,650.8268774,39.40437419,797.4815338,45.74475447,747.9770511,46.53453624,945.6060404
162,44.40730189,664.3268216,47.17457667,1089.309681,41.91955206,645.0064451,38.42356431,840.6720937,45.92308374,739.0509898,46.33644504,961.6849426
163,43.87751972,687.6773836,47.13879895,1078.781404,40.9578813,654.1058656,39.25086103,795.2205474,45.75496234,733.0579555,46.43833926,940.7644074
164,43.51184795,740.5721591,47.01865871,1113.05219,41.6708541,644.7217558,39.50285105,801.7608448,45.98509939,734.4323137,46.2572447,964.9277739
165,44.5965002,677.1155037,47.19238883,1129.090407,42.05036085,642.9699947,38.96175026,829.3036065,46.40335938,726.1824337,46.69751692,963.5041303
166,43.16906652,816.0584164,47.01764304,1121.73284,41.48421886,693.5918698,39.0497025,830.8728733,45.62751359,786.2932365,46.2400314,983.3365605
167,44.62672003,630.9792144,47.30332035,1069.8299,42.11198071,629.8937614,38.78969801,805.1142726,45.99637319,726.8581945,46.36154984,953.8482202
168,44.00609004,646.5261464,47.14411398,1081.602098,41.55677927,621.9890852,39.08984022,790.9863959,45.98383846,707.8225491,46.29182273,941.6717914
169,43.31829806,745.7294979,47.06569777,1074.930991,41.97047681,618.055822,38.4242196,818.4042204,46.08338689,713.6346808,46.33810891,947.4253011
170,43.51968375,752.4597144,47.21825963,1091.006377,40.93122628,701.8076004,39.26190458,804.3163643,45.37691594,786.0902434,46.77459004,937.6404796
171,44.62209622,650.6461489,47.37201463,1076.406337,41.76934537,657.8578412,39.88366674,816.1320113,45.94947992,746.4080122,46.62554709,953.1471961
172,44.01352968,674.9107404,47.19009253,1074.753827,41.0802247,668.4142368,39.70491318,799.4767226,45.48969747,755.9437918,46.19320053,957.5978446
173,43.97301648,690.3831006,46.69319599,1122.829591,40.60429349,704.0790738,38.90582762,824.8645228,45.12018283,793.6256126,45.52453903,1000.805211
174,43.97193681,715.1100703,47.26868076,1092.495837,41.71265952,659.4477606,39.79183854,818.6585315,45.96302921,748.5146493,46.22017676,981.8888668
175,44.09468289,683.2133154,47.08878218,1105.299527,41.32463463,659.1129072,39.76050486,798.0404111,45.73552315,748.3419457,46.33850488,958.6909481
176,43.56302312,724.7205006,47.15307534,1084.969282,41.21939015,664.0526307,39.8866561,793.335678,45.60369147,751.1134229,46.38704,948.9821278
177,44.53735382,667.0374659,47.24678165,1120.031613,42.0372301,639.0168172,39.41654026,807.9741243,46.37041088,722.4998979,46.61377219,963.2828842
178,43.86987966,675.2779025,47.16626935,1072.603446,40.87363378,676.7208886,39.86732943,795.5055607,45.28812147,764.4170083,46.37073965,944.4601214
179,44.41390265,663.0842663,47.23471869,1114.103729,41.33403777,659.6323785,38.36932184,824.7062816,45.96750106,741.1658013,46.2859583,973.797658
180,44.56873546,650.5534562,47.40282606,1085.79485,41.01096144,693.8518685,40.03720633,777.6481504,45.5035999,776.1771285,46.66482602,949.8418595
181,44.29392334,663.7470724,47.27938702,1082.864681,41.90955245,632.3478823,39.27578188,803.9300887,46.14421491,718.6575076,46.48829452,949.8279895
182,44.37906388,638.7292167,47.41136358,1045.788795,41.60293727,628.2684995,39.01530891,805.707307,45.95386189,714.1499383,46.52105915,932.3809004
183,44.36418914,651.6693304,47.35069492,1074.693445,41.18891212,660.3490105,39.5423319,789.029454,45.80759954,738.8388894,46.61267863,938.7674322
184,44.10093909,651.4513724,47.24717838,1065.783106,41.16158263,661.8532283,38.63510356,798.2820423,45.35667347,753.8853127,46.50565321,932.3480866
185,44.17337031,673.8638994,47.14542113,1104.438566,40.56601506,708.7590152,38.97267933,801.9388312,45.15818142,792.9715037,46.72756515,936.6706086
186,44.35592314,657.4380245,47.20434624,1107.135622,41.00796486,671.619208,39.41916436,801.4855267,45.70458729,750.6269927,46.85373209,932.0869792
187,43.84106797,695.6682937,47.30116037,1067.773491,41.45467634,643.3691286,39.6142281,800.2886604,45.9289297,727.3665595,46.54194062,940.8595391
